Pain Management Opioid Taper Decision Tool,"When a decision is made to taper, special attention must be given to ensure that the Veteran does not feel abandoned. Prior to any changes being made in opioid prescribing, a discussion should occur between the Veteran, family members/caregivers, and the provider either during a face-to-face appointment or on the telephone. The strategies that will help in the transition are discussion, asking about goals, educating the veteran. Discussion includes listening to the Veteran’s story, letting the Veteran know that you believe that their pain is real, using Motivational Interviewing (MI) techniques to acknowledge the Veteran’s fears about tapering. Include family members or other supporters in the discussion. Asking about goals includes drawing out their goals for life, having the Veteran fill out the PHI, asking how we can support them during the taper. The drawn-out life goals should not be just being pain-free. PHI is the Personal Health Inventory.  ",What is included in the discussion?,"listening to the Veteran’s story, letting the Veteran know that you believe that their pain is real, using Motivational Interviewing (MI) techniques to acknowledge the Veteran’s fears about tapering",Plan,,,
Pain Management Opioid Taper Decision Tool,"When a decision is made to taper, special attention must be given to ensure that the Veteran does not feel abandoned. Prior to any changes being made in opioid prescribing, a discussion should occur between the Veteran, family members/caregivers, and the provider either during a face-to-face appointment or on the telephone. The strategies that will help in the transition are discussion, asking about goals, educating the veteran. Discussion includes listening to the Veteran’s story, letting the Veteran know that you believe that their pain is real, using Motivational Interviewing (MI) techniques to acknowledge the Veteran’s fears about tapering. Include family members or other supporters in the discussion. Asking about goals includes drawing out their goals for life, having the Veteran fill out the PHI, asking how we can support them during the taper. The drawn-out life goals should not be just being pain-free. PHI is the Personal Health Inventory.  ",Who to include in the discussion?,family members or other supporters,Plan,,,
Pain Management Opioid Taper Decision Tool,"When a decision is made to taper, special attention must be given to ensure that the Veteran does not feel abandoned. Prior to any changes being made in opioid prescribing, a discussion should occur between the Veteran, family members/caregivers, and the provider either during a face-to-face appointment or on the telephone. The strategies that will help in the transition are discussion, asking about goals, educating the veteran. Discussion includes listening to the Veteran’s story, letting the Veteran know that you believe that their pain is real, using Motivational Interviewing (MI) techniques to acknowledge the Veteran’s fears about tapering. Include family members or other supporters in the discussion. Asking about goals includes drawing out their goals for life, having the Veteran fill out the PHI, asking how we can support them during the taper. The drawn-out life goals should not be just being pain-free. PHI is the Personal Health Inventory.  ",Which techniques to use to acknowledge the Veteran’s fears about tapering?,Motivational Interviewing (MI),Fact,,,
Pain Management Opioid Taper Decision Tool,"When a decision is made to taper, special attention must be given to ensure that the Veteran does not feel abandoned. Prior to any changes being made in opioid prescribing, a discussion should occur between the Veteran, family members/caregivers, and the provider either during a face-to-face appointment or on the telephone. The strategies that will help in the transition are discussion, asking about goals, educating the veteran. Discussion includes listening to the Veteran’s story, letting the Veteran know that you believe that their pain is real, using Motivational Interviewing (MI) techniques to acknowledge the Veteran’s fears about tapering. Include family members or other supporters in the discussion. Asking about goals includes drawing out their goals for life, having the Veteran fill out the PHI, asking how we can support them during the taper. The drawn-out life goals should not be just being pain-free. PHI is the Personal Health Inventory.  ",What are Motivational Interviewing (MI) techniques used for?,to acknowledge the Veteran’s fears about tapering,Fact,,,
Pain Management Opioid Taper Decision Tool,"When a decision is made to taper, special attention must be given to ensure that the Veteran does not feel abandoned. Prior to any changes being made in opioid prescribing, a discussion should occur between the Veteran, family members/caregivers, and the provider either during a face-to-face appointment or on the telephone. The strategies that will help in the transition are discussion, asking about goals, educating the veteran. Discussion includes listening to the Veteran’s story, letting the Veteran know that you believe that their pain is real, using Motivational Interviewing (MI) techniques to acknowledge the Veteran’s fears about tapering. Include family members or other supporters in the discussion. Asking about goals includes drawing out their goals for life, having the Veteran fill out the PHI, asking how we can support them during the taper. The drawn-out life goals should not be just being pain-free. PHI is the Personal Health Inventory.  ",What should not be the drawn-out life goals?,just being pain-free,Fact,,,
Pain Management Opioid Taper Decision Tool,"When a decision is made to taper, special attention must be given to ensure that the Veteran does not feel abandoned. Prior to any changes being made in opioid prescribing, a discussion should occur between the Veteran, family members/caregivers, and the provider either during a face-to-face appointment or on the telephone. The strategies that will help in the transition are discussion, asking about goals, educating the veteran. Discussion includes listening to the Veteran’s story, letting the Veteran know that you believe that their pain is real, using Motivational Interviewing (MI) techniques to acknowledge the Veteran’s fears about tapering. Include family members or other supporters in the discussion. Asking about goals includes drawing out their goals for life, having the Veteran fill out the PHI, asking how we can support them during the taper. The drawn-out life goals should not be just being pain-free. PHI is the Personal Health Inventory.  ",What is PHI?,Personal Health Inventory,Explanation/Example of phrase(s),,,
Pain Management Opioid Taper Decision Tool,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What to use to educate the Veteran?,Bio-Psycho-Social Model,Fact,,,
Pain Management Opioid Taper Decision Tool,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What is an example of Bio-Psycho-Social Model?,PHI’s “Whole Health” approach,Explanation/Example of phrase(s),,,
Pain Management Opioid Taper Decision Tool,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What kinds of pain education groups should be offered to Veterans?,Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain,Fact,,,
Pain Management Opioid Taper Decision Tool,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What are some examples of Complementary and Integrative Health (CIH) interventions?,"acupuncture, meditation, yoga",Explanation/Example of phrase(s),,,
Pain Management Opioid Taper Decision Tool,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What is CIH?,Complementary and Integrative Health,Explanation/Example of phrase(s),,,
Pain Management Opioid Taper Decision Tool,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What should the clinicians offer to reduce opioid risk?,slow tapering of opioids,Plan,,,
Pain Management Opioid Taper Decision Tool,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",When should the clinicians offer non-opioid pain medications?,when appropriate,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","When formulating an opioid taper plan, what can be determined as the initial goal?",dose reduction or complete discontinuation,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate what?",complete discontinuation is more suitable,Conditional Treatment Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","If the initial goal is determined to be a dose reduction, what may indicate that complete discontinuation is more suitable?",subsequent regular reassessment,Conditional Treatment Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers are often the most tolerable?,"Slower, more gradual tapers",Fact,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers can be completed over several months to years based on the opioid dose?,"Slower, more gradual tapers",Fact,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",How long does it take to complete slower tapers?,several months to years,Fact,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","Slower, more gradual tapers can be completed over several months to years based on what?",the opioid dose,Fact,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Tapering will involve dose reduction of how much every 4 weeks?,5% to 20%,Fact,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Tapering will involve dose reduction of how much?,5% to 20% every 4 weeks,Fact,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",In which instances more rapid tapers may be required?,"drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper",Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers may be required in certain instances like drug diversion?,More rapid tapers,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers may be required in certain instances like illegal activities?,More rapid tapers,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers may be required in certain instances like situations where the risks of continuing the opioid outweigh the risks of a rapid taper?,More rapid tapers,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","Which tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper?",More rapid tapers,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","When the risks of continuing the opioid outweigh the risks of a rapid taper, which tapers may be required?",More rapid tapers,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",What to document in the Veteran’s medical record?,the rationale for the opioid taper and the opioid taper schedule,Fact,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",What to provide to patients at increased risk of overdose?,opioid overdose education,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",What to prescribe to patients at increased risk of overdose?,naloxone,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Whom to provide opioid overdose education?,patients at increased risk of overdose,Plan,,,
Pain Management Opioid Taper Decision Tool,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Whom to prescribe naloxone?,patients at increased risk of overdose,Plan,,,
